Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Client Profile,Chrome 133.0.0.0,,,20-02-2025 13:57:23,20-02-2025 14:39:18,41m - 55.537s,FAILED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Diagnosis,Chrome 133.0.0.0,,,20-02-2025 13:57:25,20-02-2025 13:58:26,1m - 0.828s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,20-02-2025 13:57:28,20-02-2025 13:58:09,40.151s,PASSED
"navigateToUrl(""https://site17.lsapp.cloud/client/index/1557"")",Chrome 133.0.0.0,,,20-02-2025 13:58:09,20-02-2025 13:58:26,16.932s,PASSED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Allergies-Vitals-Labs/Allergies,Chrome 133.0.0.0,,,20-02-2025 13:58:26,20-02-2025 13:59:30,1m - 4.667s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,20-02-2025 13:58:26,20-02-2025 13:58:42,15.884s,PASSED
"navigateToUrl(""https://site17.lsapp.cloud/client/index/1560?section=medicalassess"")",Chrome 133.0.0.0,,,20-02-2025 13:58:42,20-02-2025 13:59:01,18.910s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/h4_Allergies""))",Chrome 133.0.0.0,,,20-02-2025 13:59:01,20-02-2025 13:59:02,1.400s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/i_add""))",Chrome 133.0.0.0,,,20-02-2025 13:59:02,20-02-2025 13:59:03,0.643s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/select_-- Please Select --                 _809191""), ""Food"", true)",Chrome 133.0.0.0,,,20-02-2025 13:59:03,20-02-2025 13:59:04,1.265s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/input_Reaction_mdl_allergy_add_reaction""), ""Dead"")",Chrome 133.0.0.0,,,20-02-2025 13:59:04,20-02-2025 13:59:05,0.692s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/input_Substance_mdl_allergy_add_substance""), ""Apple"")",Chrome 133.0.0.0,,,20-02-2025 13:59:05,20-02-2025 13:59:05,0.646s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/input_How Addressed_mdl_allergy_add_howaddress""), ""Eating"")",Chrome 133.0.0.0,,,20-02-2025 13:59:05,20-02-2025 13:59:06,0.612s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/select_Mild                                _ee765f""), ""Severe"", true)",Chrome 133.0.0.0,,,20-02-2025 13:59:06,20-02-2025 13:59:07,0.934s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/span_Potentially Life-threatening_check""))",Chrome 133.0.0.0,,,20-02-2025 13:59:07,20-02-2025 13:59:07,0.398s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/button_Save""))",Chrome 133.0.0.0,,,20-02-2025 13:59:07,20-02-2025 13:59:08,0.349s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Food""), ""Food"")",Chrome 133.0.0.0,,,20-02-2025 13:59:08,20-02-2025 13:59:09,1.886s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Apple""), ""Apple"")",Chrome 133.0.0.0,,,20-02-2025 13:59:09,20-02-2025 13:59:10,0.445s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Yes""), ""Yes"")",Chrome 133.0.0.0,,,20-02-2025 13:59:10,20-02-2025 13:59:10,0.436s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Dead""), ""Dead"")",Chrome 133.0.0.0,,,20-02-2025 13:59:10,20-02-2025 13:59:11,0.385s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Severe""), ""Severe"")",Chrome 133.0.0.0,,,20-02-2025 13:59:11,20-02-2025 13:59:11,0.338s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Eating""), ""Eating"")",Chrome 133.0.0.0,,,20-02-2025 13:59:11,20-02-2025 13:59:11,0.426s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/i_Eating_fa fa-edit""))",Chrome 133.0.0.0,,,20-02-2025 13:59:11,20-02-2025 13:59:13,1.201s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/select_Mild                                _ee765f_1""), ""Moderate"", true)",Chrome 133.0.0.0,,,20-02-2025 13:59:13,20-02-2025 13:59:15,2.545s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/span_Potentially Life-threatening_check_1""))",Chrome 133.0.0.0,,,20-02-2025 13:59:15,20-02-2025 13:59:16,0.749s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/input_Substance_mdl_allergy_edit_substance""), ""Orange"")",Chrome 133.0.0.0,,,20-02-2025 13:59:16,20-02-2025 13:59:17,0.975s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/input_Reaction_mdl_allergy_edit_reaction""), ""Happiness"")",Chrome 133.0.0.0,,,20-02-2025 13:59:17,20-02-2025 13:59:18,1.008s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/button_Save_1""))",Chrome 133.0.0.0,,,20-02-2025 13:59:18,20-02-2025 13:59:18,0.496s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_No""), ""No"")",Chrome 133.0.0.0,,,20-02-2025 13:59:18,20-02-2025 13:59:21,2.471s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Happiness""), ""Happiness"")",Chrome 133.0.0.0,,,20-02-2025 13:59:21,20-02-2025 13:59:22,0.681s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Orange""), ""Orange"")",Chrome 133.0.0.0,,,20-02-2025 13:59:22,20-02-2025 13:59:23,1.316s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_Moderate""), ""Moderate"")",Chrome 133.0.0.0,,,20-02-2025 13:59:23,20-02-2025 13:59:24,1.121s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/i_Eating_fa fa-edit""))",Chrome 133.0.0.0,,,20-02-2025 13:59:24,20-02-2025 13:59:26,1.540s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/span_Entered in Error_check""))",Chrome 133.0.0.0,,,20-02-2025 13:59:26,20-02-2025 13:59:27,1.417s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/button_Save_1""))",Chrome 133.0.0.0,,,20-02-2025 13:59:27,20-02-2025 13:59:28,0.690s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Allergies/Page_Client Profile/td_No allergies to display""), ""No allergies to display"")",Chrome 133.0.0.0,,,20-02-2025 13:59:28,20-02-2025 13:59:29,1.296s,PASSED
closeBrowser(),Chrome 133.0.0.0,,,20-02-2025 13:59:29,20-02-2025 13:59:30,1.178s,PASSED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Allergies-Vitals-Labs/BAL,Chrome 133.0.0.0,,,20-02-2025 13:59:30,20-02-2025 14:00:52,1m - 22.194s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,20-02-2025 13:59:31,20-02-2025 13:59:44,13.149s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Home/a_Census""))",Chrome 133.0.0.0,,,20-02-2025 13:59:44,20-02-2025 13:59:47,3.707s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Home/a_A Automation, A Client""))",Chrome 133.0.0.0,,,20-02-2025 13:59:47,20-02-2025 14:00:10,22.196s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/a_Allergies  Vitals  Labs""))",Chrome 133.0.0.0,,,20-02-2025 14:00:10,20-02-2025 14:00:12,2.925s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/h4_BAL""))",Chrome 133.0.0.0,,,20-02-2025 14:00:12,20-02-2025 14:00:14,1.648s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/i_add""))",Chrome 133.0.0.0,,,20-02-2025 14:00:14,20-02-2025 14:00:22,7.384s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/input_BAL Reading_balreading""), ""Automation Reading"")",Chrome 133.0.0.0,,,20-02-2025 14:00:22,20-02-2025 14:00:23,1.129s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/select_UndeterminedNegativePositive""), ""Positive"", true)",Chrome 133.0.0.0,,,20-02-2025 14:00:23,20-02-2025 14:00:24,0.901s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/textarea_Additional Information_note""), ""automation additional information"")",Chrome 133.0.0.0,,,20-02-2025 14:00:24,20-02-2025 14:00:24,0.734s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/button_Staff Signatures""))",Chrome 133.0.0.0,,,20-02-2025 14:00:24,20-02-2025 14:00:25,0.394s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/b""))",Chrome 133.0.0.0,,,20-02-2025 14:00:25,20-02-2025 14:00:25,0.643s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/input_-- Select Staff --_select2-search__field""), ""enrique"")",Chrome 133.0.0.0,,,20-02-2025 14:00:25,20-02-2025 14:00:26,0.916s,PASSED
waitForPageLoad(0),Chrome 133.0.0.0,,,20-02-2025 14:00:26,20-02-2025 14:00:26,0.256s,PASSED
"sendKeys(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/input_-- Select Staff --_select2-search__field""), Keys.chord(ENTER))",Chrome 133.0.0.0,,,20-02-2025 14:00:26,20-02-2025 14:00:28,1.119s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/input_Sign and Lock_dss""))",Chrome 133.0.0.0,,,20-02-2025 14:00:28,20-02-2025 14:00:29,1.005s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/button_Save""))",Chrome 133.0.0.0,,,20-02-2025 14:00:29,20-02-2025 14:00:44,15.612s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/span_Automation Reading""), ""Automation Reading"")",Chrome 133.0.0.0,,,20-02-2025 14:00:44,20-02-2025 14:00:46,1.676s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/span_Positive""), ""Positive"")",Chrome 133.0.0.0,,,20-02-2025 14:00:46,20-02-2025 14:00:46,0.394s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Client Profile/a_Started_btn btn-primary btn-raised btn-sm_564fc3""))",Chrome 133.0.0.0,,,20-02-2025 14:00:46,20-02-2025 14:00:52,5.258s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/BAL/Page_Blood Alcohol Level/span_Document is signed and may not be changed""), ""Document is signed and may not be changed."")",Chrome 133.0.0.0,,,20-02-2025 14:00:52,20-02-2025 14:00:52,0.417s,PASSED
closeBrowser(),Chrome 133.0.0.0,,,20-02-2025 14:00:52,20-02-2025 14:00:52,0.408s,PASSED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Allergies-Vitals-Labs/CBG Level,Chrome 133.0.0.0,,,20-02-2025 14:00:52,20-02-2025 14:02:06,1m - 13.343s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,20-02-2025 14:00:53,20-02-2025 14:01:08,15.002s,PASSED
"navigateToUrl(""https://site17.lsapp.cloud/client/index/1556?section=medicalassess"")",Chrome 133.0.0.0,,,20-02-2025 14:01:08,20-02-2025 14:01:29,21.813s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Client Profile/h4_CBG                                     _f9629b""))",Chrome 133.0.0.0,,,20-02-2025 14:01:29,20-02-2025 14:01:31,1.440s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Client Profile/i_add""))",Chrome 133.0.0.0,,,20-02-2025 14:01:31,20-02-2025 14:01:42,11.003s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Glucose Reading/input_Glucose Reading_reading""), ""11"")",Chrome 133.0.0.0,,,20-02-2025 14:01:42,20-02-2025 14:01:43,0.846s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Glucose Reading/input_Units_units""), ""12"")",Chrome 133.0.0.0,,,20-02-2025 14:01:43,20-02-2025 14:01:44,1.683s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Glucose Reading/textarea_Additional Information_note""), ""Automation Additional Information"")",Chrome 133.0.0.0,,,20-02-2025 14:01:44,20-02-2025 14:01:45,0.763s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Glucose Reading/button_Save""))",Chrome 133.0.0.0,,,20-02-2025 14:01:45,20-02-2025 14:02:03,17.640s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Client Profile/a_Allergies  Vitals  Labs""))",Chrome 133.0.0.0,,,20-02-2025 14:02:03,20-02-2025 14:02:05,2.082s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/CBG Level/Page_Client Profile/td_11""), ""11"")",Chrome 133.0.0.0,,,20-02-2025 14:02:05,20-02-2025 14:02:05,0.350s,PASSED
closeBrowser(),Chrome 133.0.0.0,,,20-02-2025 14:02:05,20-02-2025 14:02:06,0.562s,PASSED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Allergies-Vitals-Labs/Immunization,Chrome 133.0.0.0,,,20-02-2025 14:02:06,20-02-2025 14:03:41,1m - 35.015s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 133.0.0.0,,,20-02-2025 14:02:06,20-02-2025 14:02:21,15.088s,PASSED
"navigateToUrl(""https://site17.lsapp.cloud/client/index/1556?section=medicalassess"")",Chrome 133.0.0.0,,,20-02-2025 14:02:21,20-02-2025 14:02:46,24.818s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Client Profile/h4_Immunization""))",Chrome 133.0.0.0,,,20-02-2025 14:02:46,20-02-2025 14:02:48,1.539s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Client Profile/i_add""))",Chrome 133.0.0.0,,,20-02-2025 14:02:48,20-02-2025 14:03:00,12.251s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Immunization/span_-Select-""))",Chrome 133.0.0.0,,,20-02-2025 14:03:00,20-02-2025 14:03:02,2.518s,PASSED
"setText(findTestObject(""Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Immunization/span_-Select- TextArea""), ""Anthrax"")",Chrome 133.0.0.0,,,20-02-2025 14:03:02,20-02-2025 14:03:04,1.520s,PASSED
"sendKeys(findTestObject(""Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Immunization/span_-Select- TextArea""), Keys.chord(ENTER))",Chrome 133.0.0.0,,,20-02-2025 14:03:04,20-02-2025 14:03:05,1.095s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Immunization/span_-Select-_1""))",Chrome 133.0.0.0,,,20-02-2025 14:03:05,20-02-2025 14:03:06,0.856s,PASSED
"setText(findTestObject(""Specific Cases Repository/LS/Client Profile/Allergies-Vitals-Labs/Immunization/Page_Immunization/span_-Select-_1 - TextArea""), ""Dynavax"")",Chrome 133.0.0.0,,,20-02-2025 14:03:06,20-02-2025 14:03:07,0.925s,PASSED
