Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Client Profile,Chrome 130.0.0.0,,,15-11-2024 11:50:57,15-11-2024 11:56:47,5m - 50.601s,FAILED
,,,,,,,
Test Cases/Specific Cases/LS/Client Profile/Assessments,Chrome 130.0.0.0,,,15-11-2024 11:50:57,15-11-2024 11:53:08,2m - 11.154s,PASSED
"callTestCase(findTestCase(""Common Cases/Login""), [:], STOP_ON_FAILURE)",Chrome 130.0.0.0,,,15-11-2024 11:50:57,15-11-2024 11:51:09,12.243s,PASSED
"navigateToUrl(""https://site17.lsapp.cloud/client/index/1557?section=assessments"")",Chrome 130.0.0.0,,,15-11-2024 11:51:09,15-11-2024 11:51:18,8.452s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_Client Profile/li_Scored Assessments""))",Chrome 130.0.0.0,,,15-11-2024 11:51:18,15-11-2024 11:51:19,0.982s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_Client Profile/button_New assessment""))",Chrome 130.0.0.0,,,15-11-2024 11:51:19,15-11-2024 11:51:19,0.332s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_Client Profile/li_COWS Assessment""))",Chrome 130.0.0.0,,,15-11-2024 11:51:19,15-11-2024 11:51:20,0.328s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_Client Profile/a_Create                arrow_right_alt""))",Chrome 130.0.0.0,,,15-11-2024 11:51:20,15-11-2024 11:51:31,11.059s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/h3_COWS Assessment""), ""COWS Assessment"")",Chrome 130.0.0.0,,,15-11-2024 11:51:31,15-11-2024 11:51:32,1.150s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639583873364_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:32,15-11-2024 11:51:32,0.332s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639584030473_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:32,15-11-2024 11:51:33,0.965s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639584415541_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:33,15-11-2024 11:51:34,0.864s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639584533406_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:34,15-11-2024 11:51:35,0.871s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639584833260_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:35,15-11-2024 11:51:36,0.874s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639584964855_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:36,15-11-2024 11:51:37,0.870s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639585133881_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:37,15-11-2024 11:51:37,0.865s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639586467169_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:37,15-11-2024 11:51:38,0.884s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639586565854_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:38,15-11-2024 11:51:39,0.842s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639586621062_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:39,15-11-2024 11:51:40,0.862s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input__radio-group-1639586686870_117""))",Chrome 130.0.0.0,,,15-11-2024 11:51:40,15-11-2024 11:51:41,0.904s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/textarea_Additional Information_textarea-16_3128df""), ""autmation test"")",Chrome 130.0.0.0,,,15-11-2024 11:51:41,15-11-2024 11:51:42,1.112s,PASSED
"verifyElementText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/td_27 Moderately Severe""), ""27 Moderately Severe"")",Chrome 130.0.0.0,,,15-11-2024 11:51:42,15-11-2024 11:51:42,0.279s,PASSED
"click(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/i_add""))",Chrome 130.0.0.0,,,15-11-2024 11:51:42,15-11-2024 11:51:43,0.343s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input_Temp_vstemp""), ""13"")",Chrome 130.0.0.0,,,15-11-2024 11:51:43,15-11-2024 11:51:44,1.044s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input_Pulse_vspulse""), ""13"")",Chrome 130.0.0.0,,,15-11-2024 11:51:44,15-11-2024 11:51:44,0.651s,PASSED
"setText(findTestObject(""Object Repository/Specific Cases Repository/LS/Client Profile/Assessments/Page_COWS Assessment/input_BP_vsbp""), """")",Chrome 130.0.0.0,,,15-11-2024 11:51:44,15-11-2024 11:51:45,0.629s,PASSED
